period,subba,subba-name,parent,parent-name,value,value-units
2024-01-23T10,ZONJ,New York City,NYIS,New York Independent System Operator,4840,megawatthours
2024-01-23T09,ZONJ,New York City,NYIS,New York Independent System Operator,4794,megawatthours
2024-01-23T08,ZONJ,New York City,NYIS,New York Independent System Operator,4857,megawatthours
2024-01-23T07,ZONJ,New York City,NYIS,New York Independent System Operator,4978,megawatthours
2024-01-23T06,ZONJ,New York City,NYIS,New York Independent System Operator,5164,megawatthours
2024-01-23T05,ZONJ,New York City,NYIS,New York Independent System Operator,5457,megawatthours
2024-01-23T04,ZONJ,New York City,NYIS,New York Independent System Operator,5816,megawatthours
2024-01-23T03,ZONJ,New York City,NYIS,New York Independent System Operator,6172,megawatthours
2024-01-23T02,ZONJ,New York City,NYIS,New York Independent System Operator,6416,megawatthours
2024-01-23T01,ZONJ,New York City,NYIS,New York Independent System Operator,6599,megawatthours
2024-01-23T00,ZONJ,New York City,NYIS,New York Independent System Operator,6742,megawatthours
2024-01-22T23,ZONJ,New York City,NYIS,New York Independent System Operator,6844,megawatthours
2024-01-22T22,ZONJ,New York City,NYIS,New York Independent System Operator,6716,megawatthours
2024-01-22T21,ZONJ,New York City,NYIS,New York Independent System Operator,6597,megawatthours
2024-01-22T20,ZONJ,New York City,NYIS,New York Independent System Operator,6549,megawatthours
2024-01-22T19,ZONJ,New York City,NYIS,New York Independent System Operator,6597,megawatthours
2024-01-22T18,ZONJ,New York City,NYIS,New York Independent System Operator,6650,megawatthours
2024-01-22T17,ZONJ,New York City,NYIS,New York Independent System Operator,6692,megawatthours
2024-01-22T16,ZONJ,New York City,NYIS,New York Independent System Operator,6714,megawatthours
2024-01-22T15,ZONJ,New York City,NYIS,New York Independent System Operator,6672,megawatthours
2024-01-22T14,ZONJ,New York City,NYIS,New York Independent System Operator,6539,megawatthours
2024-01-22T13,ZONJ,New York City,NYIS,New York Independent System Operator,6308,megawatthours
2024-01-22T12,ZONJ,New York City,NYIS,New York Independent System Operator,5842,megawatthours
2024-01-22T11,ZONJ,New York City,NYIS,New York Independent System Operator,5383,megawatthours
2024-01-22T10,ZONJ,New York City,NYIS,New York Independent System Operator,5167,megawatthours
2024-01-22T09,ZONJ,New York City,NYIS,New York Independent System Operator,5120,megawatthours
2024-01-22T08,ZONJ,New York City,NYIS,New York Independent System Operator,5174,megawatthours
2024-01-22T07,ZONJ,New York City,NYIS,New York Independent System Operator,5289,megawatthours
2024-01-22T06,ZONJ,New York City,NYIS,New York Independent System Operator,5459,megawatthours
2024-01-22T05,ZONJ,New York City,NYIS,New York Independent System Operator,5708,megawatthours
2024-01-22T04,ZONJ,New York City,NYIS,New York Independent System Operator,6020,megawatthours
2024-01-22T03,ZONJ,New York City,NYIS,New York Independent System Operator,6273,megawatthours
2024-01-22T02,ZONJ,New York City,NYIS,New York Independent System Operator,6449,megawatthours
2024-01-22T01,ZONJ,New York City,NYIS,New York Independent System Operator,6535,megawatthours
2024-01-22T00,ZONJ,New York City,NYIS,New York Independent System Operator,6594,megawatthours
2024-01-21T23,ZONJ,New York City,NYIS,New York Independent System Operator,6536,megawatthours
2024-01-21T22,ZONJ,New York City,NYIS,New York Independent System Operator,6330,megawatthours
2024-01-21T21,ZONJ,New York City,NYIS,New York Independent System Operator,6227,megawatthours
2024-01-21T20,ZONJ,New York City,NYIS,New York Independent System Operator,6202,megawatthours
2024-01-21T19,ZONJ,New York City,NYIS,New York Independent System Operator,6213,megawatthours
2024-01-21T18,ZONJ,New York City,NYIS,New York Independent System Operator,6241,megawatthours
2024-01-21T17,ZONJ,New York City,NYIS,New York Independent System Operator,6237,megawatthours
2024-01-21T16,ZONJ,New York City,NYIS,New York Independent System Operator,6153,megawatthours
2024-01-21T15,ZONJ,New York City,NYIS,New York Independent System Operator,5980,megawatthours
2024-01-21T14,ZONJ,New York City,NYIS,New York Independent System Operator,5780,megawatthours
2024-01-21T13,ZONJ,New York City,NYIS,New York Independent System Operator,5570,megawatthours
2024-01-21T12,ZONJ,New York City,NYIS,New York Independent System Operator,5418,megawatthours
2024-01-21T11,ZONJ,New York City,NYIS,New York Independent System Operator,5285,megawatthours
2024-01-21T10,ZONJ,New York City,NYIS,New York Independent System Operator,5226,megawatthours
2024-01-21T09,ZONJ,New York City,NYIS,New York Independent System Operator,5262,megawatthours
2024-01-21T08,ZONJ,New York City,NYIS,New York Independent System Operator,5349,megawatthours
2024-01-21T07,ZONJ,New York City,NYIS,New York Independent System Operator,5513,megawatthours
2024-01-21T06,ZONJ,New York City,NYIS,New York Independent System Operator,5713,megawatthours
2024-01-21T05,ZONJ,New York City,NYIS,New York Independent System Operator,5944,megawatthours
2024-01-21T04,ZONJ,New York City,NYIS,New York Independent System Operator,6196,megawatthours
2024-01-21T03,ZONJ,New York City,NYIS,New York Independent System Operator,6406,megawatthours
2024-01-21T02,ZONJ,New York City,NYIS,New York Independent System Operator,6544,megawatthours
2024-01-21T01,ZONJ,New York City,NYIS,New York Independent System Operator,6656,megawatthours
2024-01-21T00,ZONJ,New York City,NYIS,New York Independent System Operator,6705,megawatthours
2024-01-20T23,ZONJ,New York City,NYIS,New York Independent System Operator,6686,megawatthours
2024-01-20T22,ZONJ,New York City,NYIS,New York Independent System Operator,6502,megawatthours
2024-01-20T21,ZONJ,New York City,NYIS,New York Independent System Operator,6430,megawatthours
2024-01-20T20,ZONJ,New York City,NYIS,New York Independent System Operator,6372,megawatthours
2024-01-20T19,ZONJ,New York City,NYIS,New York Independent System Operator,6382,megawatthours
2024-01-20T18,ZONJ,New York City,NYIS,New York Independent System Operator,6405,megawatthours
2024-01-20T17,ZONJ,New York City,NYIS,New York Independent System Operator,6380,megawatthours
2024-01-20T16,ZONJ,New York City,NYIS,New York Independent System Operator,6300,megawatthours
2024-01-20T15,ZONJ,New York City,NYIS,New York Independent System Operator,6142,megawatthours
2024-01-20T14,ZONJ,New York City,NYIS,New York Independent System Operator,5934,megawatthours
2024-01-20T13,ZONJ,New York City,NYIS,New York Independent System Operator,5699,megawatthours
2024-01-20T12,ZONJ,New York City,NYIS,New York Independent System Operator,5456,megawatthours
2024-01-20T11,ZONJ,New York City,NYIS,New York Independent System Operator,5292,megawatthours
2024-01-20T10,ZONJ,New York City,NYIS,New York Independent System Operator,5205,megawatthours
2024-01-20T09,ZONJ,New York City,NYIS,New York Independent System Operator,5196,megawatthours
2024-01-20T08,ZONJ,New York City,NYIS,New York Independent System Operator,5245,megawatthours
2024-01-20T07,ZONJ,New York City,NYIS,New York Independent System Operator,5342,megawatthours
2024-01-20T06,ZONJ,New York City,NYIS,New York Independent System Operator,5489,megawatthours
2024-01-20T05,ZONJ,New York City,NYIS,New York Independent System Operator,5730,megawatthours
2024-01-20T04,ZONJ,New York City,NYIS,New York Independent System Operator,6017,megawatthours
2024-01-20T03,ZONJ,New York City,NYIS,New York Independent System Operator,6272,megawatthours
2024-01-20T02,ZONJ,New York City,NYIS,New York Independent System Operator,6487,megawatthours
2024-01-20T01,ZONJ,New York City,NYIS,New York Independent System Operator,6674,megawatthours
2024-01-20T00,ZONJ,New York City,NYIS,New York Independent System Operator,6834,megawatthours
2024-01-19T23,ZONJ,New York City,NYIS,New York Independent System Operator,6938,megawatthours
2024-01-19T22,ZONJ,New York City,NYIS,New York Independent System Operator,6865,megawatthours
2024-01-19T21,ZONJ,New York City,NYIS,New York Independent System Operator,6815,megawatthours
2024-01-19T20,ZONJ,New York City,NYIS,New York Independent System Operator,6819,megawatthours
2024-01-19T19,ZONJ,New York City,NYIS,New York Independent System Operator,6832,megawatthours
2024-01-19T18,ZONJ,New York City,NYIS,New York Independent System Operator,6835,megawatthours
2024-01-19T17,ZONJ,New York City,NYIS,New York Independent System Operator,6809,megawatthours
2024-01-19T16,ZONJ,New York City,NYIS,New York Independent System Operator,6711,megawatthours
2024-01-19T15,ZONJ,New York City,NYIS,New York Independent System Operator,6570,megawatthours
2024-01-19T14,ZONJ,New York City,NYIS,New York Independent System Operator,6346,megawatthours
2024-01-19T13,ZONJ,New York City,NYIS,New York Independent System Operator,6066,megawatthours
2024-01-19T12,ZONJ,New York City,NYIS,New York Independent System Operator,5603,megawatthours
2024-01-19T11,ZONJ,New York City,NYIS,New York Independent System Operator,5149,megawatthours
2024-01-19T10,ZONJ,New York City,NYIS,New York Independent System Operator,4930,megawatthours
2024-01-19T09,ZONJ,New York City,NYIS,New York Independent System Operator,4895,megawatthours
2024-01-19T08,ZONJ,New York City,NYIS,New York Independent System Operator,4953,megawatthours
2024-01-19T07,ZONJ,New York City,NYIS,New York Independent System Operator,5079,megawatthours
2024-01-19T06,ZONJ,New York City,NYIS,New York Independent System Operator,5273,megawatthours
2024-01-19T05,ZONJ,New York City,NYIS,New York Independent System Operator,5562,megawatthours
2024-01-19T04,ZONJ,New York City,NYIS,New York Independent System Operator,5916,megawatthours
2024-01-19T03,ZONJ,New York City,NYIS,New York Independent System Operator,6252,megawatthours
2024-01-19T02,ZONJ,New York City,NYIS,New York Independent System Operator,6527,megawatthours
2024-01-19T01,ZONJ,New York City,NYIS,New York Independent System Operator,6733,megawatthours
2024-01-19T00,ZONJ,New York City,NYIS,New York Independent System Operator,6881,megawatthours
2024-01-18T23,ZONJ,New York City,NYIS,New York Independent System Operator,7019,megawatthours
2024-01-18T22,ZONJ,New York City,NYIS,New York Independent System Operator,6937,megawatthours
2024-01-18T21,ZONJ,New York City,NYIS,New York Independent System Operator,6868,megawatthours
2024-01-18T20,ZONJ,New York City,NYIS,New York Independent System Operator,6883,megawatthours
2024-01-18T19,ZONJ,New York City,NYIS,New York Independent System Operator,6977,megawatthours
2024-01-18T18,ZONJ,New York City,NYIS,New York Independent System Operator,7033,megawatthours
2024-01-18T17,ZONJ,New York City,NYIS,New York Independent System Operator,7019,megawatthours
2024-01-18T16,ZONJ,New York City,NYIS,New York Independent System Operator,6957,megawatthours
2024-01-18T15,ZONJ,New York City,NYIS,New York Independent System Operator,6869,megawatthours
2024-01-18T14,ZONJ,New York City,NYIS,New York Independent System Operator,6674,megawatthours
2024-01-18T13,ZONJ,New York City,NYIS,New York Independent System Operator,6373,megawatthours
2024-01-18T12,ZONJ,New York City,NYIS,New York Independent System Operator,5908,megawatthours
2024-01-18T11,ZONJ,New York City,NYIS,New York Independent System Operator,5442,megawatthours
2024-01-18T10,ZONJ,New York City,NYIS,New York Independent System Operator,5241,megawatthours
2024-01-18T09,ZONJ,New York City,NYIS,New York Independent System Operator,5203,megawatthours
2024-01-18T08,ZONJ,New York City,NYIS,New York Independent System Operator,5264,megawatthours
2024-01-18T07,ZONJ,New York City,NYIS,New York Independent System Operator,5381,megawatthours
2024-01-18T06,ZONJ,New York City,NYIS,New York Independent System Operator,5563,megawatthours
2024-01-18T04,ZONJ,New York City,NYIS,New York Independent System Operator,5864,megawatthours
2024-01-18T03,ZONJ,New York City,NYIS,New York Independent System Operator,6254,megawatthours
2024-01-18T02,ZONJ,New York City,NYIS,New York Independent System Operator,6602,megawatthours
2024-01-18T01,ZONJ,New York City,NYIS,New York Independent System Operator,6837,megawatthours
2024-01-18T00,ZONJ,New York City,NYIS,New York Independent System Operator,7020,megawatthours
2024-01-17T23,ZONJ,New York City,NYIS,New York Independent System Operator,7199,megawatthours
2024-01-17T22,ZONJ,New York City,NYIS,New York Independent System Operator,7037,megawatthours
2024-01-17T21,ZONJ,New York City,NYIS,New York Independent System Operator,6954,megawatthours
2024-01-17T20,ZONJ,New York City,NYIS,New York Independent System Operator,6926,megawatthours
2024-01-17T19,ZONJ,New York City,NYIS,New York Independent System Operator,6957,megawatthours
2024-01-17T18,ZONJ,New York City,NYIS,New York Independent System Operator,6970,megawatthours
2024-01-17T17,ZONJ,New York City,NYIS,New York Independent System Operator,6956,megawatthours
2024-01-17T16,ZONJ,New York City,NYIS,New York Independent System Operator,6927,megawatthours
2024-01-17T15,ZONJ,New York City,NYIS,New York Independent System Operator,6866,megawatthours
2024-01-17T14,ZONJ,New York City,NYIS,New York Independent System Operator,6661,megawatthours
2024-01-17T13,ZONJ,New York City,NYIS,New York Independent System Operator,6375,megawatthours
2024-01-17T12,ZONJ,New York City,NYIS,New York Independent System Operator,5874,megawatthours
2024-01-17T11,ZONJ,New York City,NYIS,New York Independent System Operator,5379,megawatthours
2024-01-17T10,ZONJ,New York City,NYIS,New York Independent System Operator,5153,megawatthours
2024-01-17T09,ZONJ,New York City,NYIS,New York Independent System Operator,5095,megawatthours
2024-01-17T08,ZONJ,New York City,NYIS,New York Independent System Operator,5135,megawatthours
2024-01-17T07,ZONJ,New York City,NYIS,New York Independent System Operator,5246,megawatthours
2024-01-17T06,ZONJ,New York City,NYIS,New York Independent System Operator,5421,megawatthours
2024-01-17T05,ZONJ,New York City,NYIS,New York Independent System Operator,5696,megawatthours
2024-01-17T04,ZONJ,New York City,NYIS,New York Independent System Operator,6038,megawatthours
2024-01-17T03,ZONJ,New York City,NYIS,New York Independent System Operator,6335,megawatthours
2024-01-17T02,ZONJ,New York City,NYIS,New York Independent System Operator,6543,megawatthours
2024-01-17T01,ZONJ,New York City,NYIS,New York Independent System Operator,6727,megawatthours
2024-01-17T00,ZONJ,New York City,NYIS,New York Independent System Operator,6859,megawatthours
2024-01-16T23,ZONJ,New York City,NYIS,New York Independent System Operator,6960,megawatthours
2024-01-16T22,ZONJ,New York City,NYIS,New York Independent System Operator,6900,megawatthours
2024-01-16T21,ZONJ,New York City,NYIS,New York Independent System Operator,6866,megawatthours
2024-01-16T20,ZONJ,New York City,NYIS,New York Independent System Operator,6824,megawatthours
2024-01-16T19,ZONJ,New York City,NYIS,New York Independent System Operator,6818,megawatthours
2024-01-16T18,ZONJ,New York City,NYIS,New York Independent System Operator,6807,megawatthours
2024-01-16T17,ZONJ,New York City,NYIS,New York Independent System Operator,6784,megawatthours
2024-01-16T16,ZONJ,New York City,NYIS,New York Independent System Operator,6711,megawatthours
2024-01-16T15,ZONJ,New York City,NYIS,New York Independent System Operator,6567,megawatthours
2024-01-16T14,ZONJ,New York City,NYIS,New York Independent System Operator,6328,megawatthours
2024-01-16T13,ZONJ,New York City,NYIS,New York Independent System Operator,6017,megawatthours
2024-01-16T12,ZONJ,New York City,NYIS,New York Independent System Operator,5548,megawatthours
2024-01-16T11,ZONJ,New York City,NYIS,New York Independent System Operator,5103,megawatthours
2024-01-16T10,ZONJ,New York City,NYIS,New York Independent System Operator,4884,megawatthours
2024-01-16T09,ZONJ,New York City,NYIS,New York Independent System Operator,4834,megawatthours
2024-01-16T08,ZONJ,New York City,NYIS,New York Independent System Operator,4889,megawatthours
2024-01-16T07,ZONJ,New York City,NYIS,New York Independent System Operator,5007,megawatthours
2024-01-16T06,ZONJ,New York City,NYIS,New York Independent System Operator,5182,megawatthours
2024-01-16T05,ZONJ,New York City,NYIS,New York Independent System Operator,5445,megawatthours
2024-01-16T04,ZONJ,New York City,NYIS,New York Independent System Operator,5754,megawatthours
2024-01-16T03,ZONJ,New York City,NYIS,New York Independent System Operator,6068,megawatthours
2024-01-16T02,ZONJ,New York City,NYIS,New York Independent System Operator,6269,megawatthours
2024-01-16T01,ZONJ,New York City,NYIS,New York Independent System Operator,6455,megawatthours
2024-01-16T00,ZONJ,New York City,NYIS,New York Independent System Operator,6608,megawatthours
2024-01-15T23,ZONJ,New York City,NYIS,New York Independent System Operator,6662,megawatthours
2024-01-15T22,ZONJ,New York City,NYIS,New York Independent System Operator,6548,megawatthours
2024-01-15T21,ZONJ,New York City,NYIS,New York Independent System Operator,6464,megawatthours
2024-01-15T20,ZONJ,New York City,NYIS,New York Independent System Operator,6447,megawatthours
2024-01-15T19,ZONJ,New York City,NYIS,New York Independent System Operator,6400,megawatthours
2024-01-15T18,ZONJ,New York City,NYIS,New York Independent System Operator,6365,megawatthours
2024-01-15T17,ZONJ,New York City,NYIS,New York Independent System Operator,6289,megawatthours
2024-01-15T16,ZONJ,New York City,NYIS,New York Independent System Operator,6180,megawatthours
2024-01-15T15,ZONJ,New York City,NYIS,New York Independent System Operator,5982,megawatthours
2024-01-15T14,ZONJ,New York City,NYIS,New York Independent System Operator,5816,megawatthours
2024-01-15T13,ZONJ,New York City,NYIS,New York Independent System Operator,5545,megawatthours
2024-01-15T12,ZONJ,New York City,NYIS,New York Independent System Operator,5203,megawatthours
2024-01-15T11,ZONJ,New York City,NYIS,New York Independent System Operator,4894,megawatthours
2024-01-15T10,ZONJ,New York City,NYIS,New York Independent System Operator,4724,megawatthours
2024-01-15T09,ZONJ,New York City,NYIS,New York Independent System Operator,4697,megawatthours
2024-01-15T08,ZONJ,New York City,NYIS,New York Independent System Operator,4760,megawatthours
2024-01-15T07,ZONJ,New York City,NYIS,New York Independent System Operator,4868,megawatthours
2024-01-15T06,ZONJ,New York City,NYIS,New York Independent System Operator,5019,megawatthours
2024-01-15T05,ZONJ,New York City,NYIS,New York Independent System Operator,5228,megawatthours
2024-01-15T04,ZONJ,New York City,NYIS,New York Independent System Operator,5457,megawatthours
2024-01-15T03,ZONJ,New York City,NYIS,New York Independent System Operator,5650,megawatthours
2024-01-15T02,ZONJ,New York City,NYIS,New York Independent System Operator,5760,megawatthours
2024-01-15T01,ZONJ,New York City,NYIS,New York Independent System Operator,5838,megawatthours
2024-01-15T00,ZONJ,New York City,NYIS,New York Independent System Operator,5908,megawatthours
2024-01-14T23,ZONJ,New York City,NYIS,New York Independent System Operator,5827,megawatthours
2024-01-14T22,ZONJ,New York City,NYIS,New York Independent System Operator,5607,megawatthours
2024-01-14T21,ZONJ,New York City,NYIS,New York Independent System Operator,5463,megawatthours
2024-01-14T20,ZONJ,New York City,NYIS,New York Independent System Operator,5521,megawatthours
2024-01-14T19,ZONJ,New York City,NYIS,New York Independent System Operator,5523,megawatthours
2024-01-14T18,ZONJ,New York City,NYIS,New York Independent System Operator,5304,megawatthours
2024-01-14T17,ZONJ,New York City,NYIS,New York Independent System Operator,5189,megawatthours
2024-01-14T16,ZONJ,New York City,NYIS,New York Independent System Operator,5119,megawatthours
2024-01-14T15,ZONJ,New York City,NYIS,New York Independent System Operator,4982,megawatthours
2024-01-14T14,ZONJ,New York City,NYIS,New York Independent System Operator,4914,megawatthours
2024-01-14T13,ZONJ,New York City,NYIS,New York Independent System Operator,4716,megawatthours
2024-01-14T12,ZONJ,New York City,NYIS,New York Independent System Operator,4558,megawatthours
2024-01-14T11,ZONJ,New York City,NYIS,New York Independent System Operator,4432,megawatthours
2024-01-14T10,ZONJ,New York City,NYIS,New York Independent System Operator,4372,megawatthours
2024-01-14T09,ZONJ,New York City,NYIS,New York Independent System Operator,4408,megawatthours
2024-01-14T08,ZONJ,New York City,NYIS,New York Independent System Operator,4481,megawatthours
2024-01-14T07,ZONJ,New York City,NYIS,New York Independent System Operator,4597,megawatthours
2024-01-14T06,ZONJ,New York City,NYIS,New York Independent System Operator,4763,megawatthours
2024-01-14T05,ZONJ,New York City,NYIS,New York Independent System Operator,4955,megawatthours
2024-01-14T04,ZONJ,New York City,NYIS,New York Independent System Operator,5154,megawatthours
2024-01-14T03,ZONJ,New York City,NYIS,New York Independent System Operator,5313,megawatthours
2024-01-14T02,ZONJ,New York City,NYIS,New York Independent System Operator,5405,megawatthours
2024-01-14T01,ZONJ,New York City,NYIS,New York Independent System Operator,5486,megawatthours
2024-01-14T00,ZONJ,New York City,NYIS,New York Independent System Operator,5515,megawatthours
2024-01-13T23,ZONJ,New York City,NYIS,New York Independent System Operator,5472,megawatthours
2024-01-13T22,ZONJ,New York City,NYIS,New York Independent System Operator,5296,megawatthours
2024-01-13T21,ZONJ,New York City,NYIS,New York Independent System Operator,5179,megawatthours
2024-01-13T20,ZONJ,New York City,NYIS,New York Independent System Operator,5159,megawatthours
2024-01-13T19,ZONJ,New York City,NYIS,New York Independent System Operator,5163,megawatthours
2024-01-13T18,ZONJ,New York City,NYIS,New York Independent System Operator,5192,megawatthours
2024-01-13T17,ZONJ,New York City,NYIS,New York Independent System Operator,5076,megawatthours
2024-01-13T16,ZONJ,New York City,NYIS,New York Independent System Operator,4958,megawatthours
2024-01-13T15,ZONJ,New York City,NYIS,New York Independent System Operator,4899,megawatthours
2024-01-13T14,ZONJ,New York City,NYIS,New York Independent System Operator,4768,megawatthours
2024-01-13T13,ZONJ,New York City,NYIS,New York Independent System Operator,4591,megawatthours
2024-01-13T12,ZONJ,New York City,NYIS,New York Independent System Operator,4404,megawatthours
2024-01-13T11,ZONJ,New York City,NYIS,New York Independent System Operator,4262,megawatthours
2024-01-13T10,ZONJ,New York City,NYIS,New York Independent System Operator,4217,megawatthours
2024-01-13T09,ZONJ,New York City,NYIS,New York Independent System Operator,4256,megawatthours
2024-01-13T08,ZONJ,New York City,NYIS,New York Independent System Operator,4351,megawatthours
2024-01-13T07,ZONJ,New York City,NYIS,New York Independent System Operator,4477,megawatthours
2024-01-13T06,ZONJ,New York City,NYIS,New York Independent System Operator,4652,megawatthours
2024-01-13T05,ZONJ,New York City,NYIS,New York Independent System Operator,4882,megawatthours
2024-01-13T04,ZONJ,New York City,NYIS,New York Independent System Operator,5150,megawatthours
2024-01-13T03,ZONJ,New York City,NYIS,New York Independent System Operator,5403,megawatthours
2024-01-13T02,ZONJ,New York City,NYIS,New York Independent System Operator,5598,megawatthours
2024-01-13T01,ZONJ,New York City,NYIS,New York Independent System Operator,5777,megawatthours
2024-01-13T00,ZONJ,New York City,NYIS,New York Independent System Operator,5952,megawatthours
2024-01-12T23,ZONJ,New York City,NYIS,New York Independent System Operator,6105,megawatthours
2024-01-12T22,ZONJ,New York City,NYIS,New York Independent System Operator,5972,megawatthours
2024-01-12T21,ZONJ,New York City,NYIS,New York Independent System Operator,5850,megawatthours
2024-01-12T20,ZONJ,New York City,NYIS,New York Independent System Operator,5780,megawatthours
2024-01-12T19,ZONJ,New York City,NYIS,New York Independent System Operator,5730,megawatthours
2024-01-12T18,ZONJ,New York City,NYIS,New York Independent System Operator,5761,megawatthours
2024-01-12T17,ZONJ,New York City,NYIS,New York Independent System Operator,5750,megawatthours
2024-01-12T16,ZONJ,New York City,NYIS,New York Independent System Operator,5739,megawatthours
2024-01-12T15,ZONJ,New York City,NYIS,New York Independent System Operator,5771,megawatthours
2024-01-12T14,ZONJ,New York City,NYIS,New York Independent System Operator,5681,megawatthours
2024-01-12T13,ZONJ,New York City,NYIS,New York Independent System Operator,5442,megawatthours
2024-01-12T12,ZONJ,New York City,NYIS,New York Independent System Operator,5022,megawatthours
2024-01-12T11,ZONJ,New York City,NYIS,New York Independent System Operator,4563,megawatthours
2024-01-12T10,ZONJ,New York City,NYIS,New York Independent System Operator,4337,megawatthours
2024-01-12T09,ZONJ,New York City,NYIS,New York Independent System Operator,4296,megawatthours
2024-01-12T08,ZONJ,New York City,NYIS,New York Independent System Operator,4349,megawatthours
2024-01-12T07,ZONJ,New York City,NYIS,New York Independent System Operator,4455,megawatthours
2024-01-12T06,ZONJ,New York City,NYIS,New York Independent System Operator,4624,megawatthours
2024-01-12T05,ZONJ,New York City,NYIS,New York Independent System Operator,4886,megawatthours
2024-01-12T04,ZONJ,New York City,NYIS,New York Independent System Operator,5197,megawatthours
2024-01-12T03,ZONJ,New York City,NYIS,New York Independent System Operator,5484,megawatthours
2024-01-12T02,ZONJ,New York City,NYIS,New York Independent System Operator,5711,megawatthours
2024-01-12T01,ZONJ,New York City,NYIS,New York Independent System Operator,5900,megawatthours
2024-01-12T00,ZONJ,New York City,NYIS,New York Independent System Operator,6062,megawatthours
2024-01-11T23,ZONJ,New York City,NYIS,New York Independent System Operator,6170,megawatthours
2024-01-11T22,ZONJ,New York City,NYIS,New York Independent System Operator,6025,megawatthours
2024-01-11T21,ZONJ,New York City,NYIS,New York Independent System Operator,5899,megawatthours
2024-01-11T20,ZONJ,New York City,NYIS,New York Independent System Operator,5850,megawatthours
2024-01-11T19,ZONJ,New York City,NYIS,New York Independent System Operator,5868,megawatthours
2024-01-11T18,ZONJ,New York City,NYIS,New York Independent System Operator,5970,megawatthours
2024-01-11T17,ZONJ,New York City,NYIS,New York Independent System Operator,5960,megawatthours
2024-01-11T16,ZONJ,New York City,NYIS,New York Independent System Operator,5851,megawatthours
2024-01-11T15,ZONJ,New York City,NYIS,New York Independent System Operator,5804,megawatthours
2024-01-11T14,ZONJ,New York City,NYIS,New York Independent System Operator,5690,megawatthours
2024-01-11T13,ZONJ,New York City,NYIS,New York Independent System Operator,5463,megawatthours
2024-01-11T12,ZONJ,New York City,NYIS,New York Independent System Operator,5012,megawatthours
2024-01-11T11,ZONJ,New York City,NYIS,New York Independent System Operator,4526,megawatthours
2024-01-11T10,ZONJ,New York City,NYIS,New York Independent System Operator,4304,megawatthours
2024-01-11T09,ZONJ,New York City,NYIS,New York Independent System Operator,4260,megawatthours
2024-01-11T08,ZONJ,New York City,NYIS,New York Independent System Operator,4315,megawatthours
2024-01-11T07,ZONJ,New York City,NYIS,New York Independent System Operator,4433,megawatthours
2024-01-11T06,ZONJ,New York City,NYIS,New York Independent System Operator,4611,megawatthours
2024-01-11T05,ZONJ,New York City,NYIS,New York Independent System Operator,4882,megawatthours
2024-01-11T04,ZONJ,New York City,NYIS,New York Independent System Operator,5209,megawatthours
2024-01-11T03,ZONJ,New York City,NYIS,New York Independent System Operator,5508,megawatthours
2024-01-11T02,ZONJ,New York City,NYIS,New York Independent System Operator,5719,megawatthours
2024-01-11T01,ZONJ,New York City,NYIS,New York Independent System Operator,5912,megawatthours
2024-01-11T00,ZONJ,New York City,NYIS,New York Independent System Operator,6067,megawatthours
2024-01-10T23,ZONJ,New York City,NYIS,New York Independent System Operator,6194,megawatthours
2024-01-10T22,ZONJ,New York City,NYIS,New York Independent System Operator,6129,megawatthours
2024-01-10T21,ZONJ,New York City,NYIS,New York Independent System Operator,6027,megawatthours
2024-01-10T20,ZONJ,New York City,NYIS,New York Independent System Operator,5988,megawatthours
2024-01-10T19,ZONJ,New York City,NYIS,New York Independent System Operator,5934,megawatthours
2024-01-10T18,ZONJ,New York City,NYIS,New York Independent System Operator,5849,megawatthours
2024-01-10T17,ZONJ,New York City,NYIS,New York Independent System Operator,5845,megawatthours
2024-01-10T16,ZONJ,New York City,NYIS,New York Independent System Operator,5782,megawatthours
2024-01-10T15,ZONJ,New York City,NYIS,New York Independent System Operator,5781,megawatthours
2024-01-10T14,ZONJ,New York City,NYIS,New York Independent System Operator,5617,megawatthours
2024-01-10T13,ZONJ,New York City,NYIS,New York Independent System Operator,5357,megawatthours
2024-01-10T12,ZONJ,New York City,NYIS,New York Independent System Operator,4900,megawatthours
2024-01-10T11,ZONJ,New York City,NYIS,New York Independent System Operator,4442,megawatthours
2024-01-10T10,ZONJ,New York City,NYIS,New York Independent System Operator,4233,megawatthours
2024-01-10T09,ZONJ,New York City,NYIS,New York Independent System Operator,4220,megawatthours
2024-01-10T08,ZONJ,New York City,NYIS,New York Independent System Operator,4290,megawatthours
2024-01-10T07,ZONJ,New York City,NYIS,New York Independent System Operator,4405,megawatthours
2024-01-10T06,ZONJ,New York City,NYIS,New York Independent System Operator,4594,megawatthours
2024-01-10T05,ZONJ,New York City,NYIS,New York Independent System Operator,4875,megawatthours
2024-01-10T04,ZONJ,New York City,NYIS,New York Independent System Operator,5233,megawatthours
2024-01-10T03,ZONJ,New York City,NYIS,New York Independent System Operator,5569,megawatthours
2024-01-10T02,ZONJ,New York City,NYIS,New York Independent System Operator,5816,megawatthours
2024-01-10T01,ZONJ,New York City,NYIS,New York Independent System Operator,6048,megawatthours
2024-01-10T00,ZONJ,New York City,NYIS,New York Independent System Operator,6244,megawatthours
2024-01-09T23,ZONJ,New York City,NYIS,New York Independent System Operator,6380,megawatthours
2024-01-09T22,ZONJ,New York City,NYIS,New York Independent System Operator,6363,megawatthours
2024-01-09T21,ZONJ,New York City,NYIS,New York Independent System Operator,6279,megawatthours
