period,subba,subba-name,parent,parent-name,value,value-units
2024-03-09T06,ZONJ,New York City,NYIS,New York Independent System Operator,4543,megawatthours
2024-03-09T05,ZONJ,New York City,NYIS,New York Independent System Operator,4787,megawatthours
2024-03-09T04,ZONJ,New York City,NYIS,New York Independent System Operator,5044,megawatthours
2024-03-09T03,ZONJ,New York City,NYIS,New York Independent System Operator,5276,megawatthours
2024-03-09T02,ZONJ,New York City,NYIS,New York Independent System Operator,5444,megawatthours
2024-03-09T01,ZONJ,New York City,NYIS,New York Independent System Operator,5588,megawatthours
2024-03-09T00,ZONJ,New York City,NYIS,New York Independent System Operator,5686,megawatthours
2024-03-08T23,ZONJ,New York City,NYIS,New York Independent System Operator,5666,megawatthours
2024-03-08T22,ZONJ,New York City,NYIS,New York Independent System Operator,5572,megawatthours
2024-03-08T21,ZONJ,New York City,NYIS,New York Independent System Operator,5500,megawatthours
2024-03-08T20,ZONJ,New York City,NYIS,New York Independent System Operator,5437,megawatthours
2024-03-08T19,ZONJ,New York City,NYIS,New York Independent System Operator,5452,megawatthours
2024-03-08T18,ZONJ,New York City,NYIS,New York Independent System Operator,5482,megawatthours
2024-03-08T17,ZONJ,New York City,NYIS,New York Independent System Operator,5516,megawatthours
2024-03-08T16,ZONJ,New York City,NYIS,New York Independent System Operator,5510,megawatthours
2024-03-08T15,ZONJ,New York City,NYIS,New York Independent System Operator,5519,megawatthours
2024-03-08T14,ZONJ,New York City,NYIS,New York Independent System Operator,5426,megawatthours
2024-03-08T13,ZONJ,New York City,NYIS,New York Independent System Operator,5228,megawatthours
2024-03-08T12,ZONJ,New York City,NYIS,New York Independent System Operator,4864,megawatthours
2024-03-08T11,ZONJ,New York City,NYIS,New York Independent System Operator,4448,megawatthours
2024-03-08T10,ZONJ,New York City,NYIS,New York Independent System Operator,4213,megawatthours
2024-03-08T09,ZONJ,New York City,NYIS,New York Independent System Operator,4169,megawatthours
2024-03-08T08,ZONJ,New York City,NYIS,New York Independent System Operator,4222,megawatthours
2024-03-08T07,ZONJ,New York City,NYIS,New York Independent System Operator,4342,megawatthours
2024-03-08T06,ZONJ,New York City,NYIS,New York Independent System Operator,4517,megawatthours
2024-03-08T05,ZONJ,New York City,NYIS,New York Independent System Operator,4768,megawatthours
2024-03-08T04,ZONJ,New York City,NYIS,New York Independent System Operator,5073,megawatthours
2024-03-08T03,ZONJ,New York City,NYIS,New York Independent System Operator,5341,megawatthours
2024-03-08T02,ZONJ,New York City,NYIS,New York Independent System Operator,5540,megawatthours
2024-03-08T01,ZONJ,New York City,NYIS,New York Independent System Operator,5725,megawatthours
2024-03-08T00,ZONJ,New York City,NYIS,New York Independent System Operator,5839,megawatthours
2024-03-07T23,ZONJ,New York City,NYIS,New York Independent System Operator,5881,megawatthours
2024-03-07T22,ZONJ,New York City,NYIS,New York Independent System Operator,5820,megawatthours
2024-03-07T21,ZONJ,New York City,NYIS,New York Independent System Operator,5737,megawatthours
2024-03-07T20,ZONJ,New York City,NYIS,New York Independent System Operator,5668,megawatthours
2024-03-07T19,ZONJ,New York City,NYIS,New York Independent System Operator,5695,megawatthours
2024-03-07T18,ZONJ,New York City,NYIS,New York Independent System Operator,5750,megawatthours
2024-03-07T17,ZONJ,New York City,NYIS,New York Independent System Operator,5705,megawatthours
2024-03-07T16,ZONJ,New York City,NYIS,New York Independent System Operator,5649,megawatthours
2024-03-07T15,ZONJ,New York City,NYIS,New York Independent System Operator,5644,megawatthours
2024-03-07T14,ZONJ,New York City,NYIS,New York Independent System Operator,5499,megawatthours
2024-03-07T13,ZONJ,New York City,NYIS,New York Independent System Operator,5246,megawatthours
2024-03-07T12,ZONJ,New York City,NYIS,New York Independent System Operator,4832,megawatthours
2024-03-07T11,ZONJ,New York City,NYIS,New York Independent System Operator,4382,megawatthours
2024-03-07T10,ZONJ,New York City,NYIS,New York Independent System Operator,4168,megawatthours
2024-03-07T09,ZONJ,New York City,NYIS,New York Independent System Operator,4127,megawatthours
2024-03-07T08,ZONJ,New York City,NYIS,New York Independent System Operator,4182,megawatthours
2024-03-07T07,ZONJ,New York City,NYIS,New York Independent System Operator,4302,megawatthours
2024-03-07T06,ZONJ,New York City,NYIS,New York Independent System Operator,4495,megawatthours
2024-03-07T05,ZONJ,New York City,NYIS,New York Independent System Operator,4768,megawatthours
2024-03-07T04,ZONJ,New York City,NYIS,New York Independent System Operator,5109,megawatthours
2024-03-07T03,ZONJ,New York City,NYIS,New York Independent System Operator,5428,megawatthours
2024-03-07T02,ZONJ,New York City,NYIS,New York Independent System Operator,5649,megawatthours
2024-03-07T01,ZONJ,New York City,NYIS,New York Independent System Operator,5852,megawatthours
2024-03-07T00,ZONJ,New York City,NYIS,New York Independent System Operator,5987,megawatthours
2024-03-06T23,ZONJ,New York City,NYIS,New York Independent System Operator,6061,megawatthours
2024-03-06T22,ZONJ,New York City,NYIS,New York Independent System Operator,5980,megawatthours
2024-03-06T21,ZONJ,New York City,NYIS,New York Independent System Operator,5878,megawatthours
2024-03-06T20,ZONJ,New York City,NYIS,New York Independent System Operator,5822,megawatthours
2024-03-06T19,ZONJ,New York City,NYIS,New York Independent System Operator,5842,megawatthours
2024-03-06T18,ZONJ,New York City,NYIS,New York Independent System Operator,5831,megawatthours
2024-03-06T17,ZONJ,New York City,NYIS,New York Independent System Operator,5803,megawatthours
2024-03-06T16,ZONJ,New York City,NYIS,New York Independent System Operator,5755,megawatthours
2024-03-06T15,ZONJ,New York City,NYIS,New York Independent System Operator,5680,megawatthours
2024-03-06T14,ZONJ,New York City,NYIS,New York Independent System Operator,5488,megawatthours
2024-03-06T13,ZONJ,New York City,NYIS,New York Independent System Operator,5242,megawatthours
2024-03-06T12,ZONJ,New York City,NYIS,New York Independent System Operator,4815,megawatthours
2024-03-06T11,ZONJ,New York City,NYIS,New York Independent System Operator,4372,megawatthours
2024-03-06T10,ZONJ,New York City,NYIS,New York Independent System Operator,4153,megawatthours
2024-03-06T09,ZONJ,New York City,NYIS,New York Independent System Operator,4122,megawatthours
2024-03-06T08,ZONJ,New York City,NYIS,New York Independent System Operator,4171,megawatthours
2024-03-06T07,ZONJ,New York City,NYIS,New York Independent System Operator,4291,megawatthours
2024-03-06T06,ZONJ,New York City,NYIS,New York Independent System Operator,4473,megawatthours
2024-03-06T05,ZONJ,New York City,NYIS,New York Independent System Operator,4740,megawatthours
2024-03-06T04,ZONJ,New York City,NYIS,New York Independent System Operator,5068,megawatthours
2024-03-06T03,ZONJ,New York City,NYIS,New York Independent System Operator,5385,megawatthours
2024-03-06T02,ZONJ,New York City,NYIS,New York Independent System Operator,5631,megawatthours
2024-03-06T01,ZONJ,New York City,NYIS,New York Independent System Operator,5825,megawatthours
2024-03-06T00,ZONJ,New York City,NYIS,New York Independent System Operator,5970,megawatthours
2024-03-05T23,ZONJ,New York City,NYIS,New York Independent System Operator,6029,megawatthours
2024-03-05T22,ZONJ,New York City,NYIS,New York Independent System Operator,6020,megawatthours
2024-03-05T21,ZONJ,New York City,NYIS,New York Independent System Operator,5990,megawatthours
2024-03-05T20,ZONJ,New York City,NYIS,New York Independent System Operator,5947,megawatthours
2024-03-05T19,ZONJ,New York City,NYIS,New York Independent System Operator,5932,megawatthours
2024-03-05T18,ZONJ,New York City,NYIS,New York Independent System Operator,5960,megawatthours
2024-03-05T17,ZONJ,New York City,NYIS,New York Independent System Operator,5930,megawatthours
2024-03-05T16,ZONJ,New York City,NYIS,New York Independent System Operator,5914,megawatthours
2024-03-05T15,ZONJ,New York City,NYIS,New York Independent System Operator,5842,megawatthours
2024-03-05T14,ZONJ,New York City,NYIS,New York Independent System Operator,5631,megawatthours
2024-03-05T13,ZONJ,New York City,NYIS,New York Independent System Operator,5302,megawatthours
2024-03-05T12,ZONJ,New York City,NYIS,New York Independent System Operator,4831,megawatthours
2024-03-05T11,ZONJ,New York City,NYIS,New York Independent System Operator,4360,megawatthours
2024-03-05T10,ZONJ,New York City,NYIS,New York Independent System Operator,4129,megawatthours
2024-03-05T09,ZONJ,New York City,NYIS,New York Independent System Operator,4082,megawatthours
2024-03-05T08,ZONJ,New York City,NYIS,New York Independent System Operator,4123,megawatthours
2024-03-05T07,ZONJ,New York City,NYIS,New York Independent System Operator,4235,megawatthours
2024-03-05T06,ZONJ,New York City,NYIS,New York Independent System Operator,4406,megawatthours
2024-03-05T05,ZONJ,New York City,NYIS,New York Independent System Operator,4670,megawatthours
2024-03-05T04,ZONJ,New York City,NYIS,New York Independent System Operator,4985,megawatthours
2024-03-05T03,ZONJ,New York City,NYIS,New York Independent System Operator,5291,megawatthours
2024-03-05T02,ZONJ,New York City,NYIS,New York Independent System Operator,5500,megawatthours
2024-03-05T01,ZONJ,New York City,NYIS,New York Independent System Operator,5668,megawatthours
2024-03-05T00,ZONJ,New York City,NYIS,New York Independent System Operator,5748,megawatthours
2024-03-04T23,ZONJ,New York City,NYIS,New York Independent System Operator,5724,megawatthours
2024-03-04T22,ZONJ,New York City,NYIS,New York Independent System Operator,5642,megawatthours
2024-03-04T21,ZONJ,New York City,NYIS,New York Independent System Operator,5597,megawatthours
2024-03-04T20,ZONJ,New York City,NYIS,New York Independent System Operator,5560,megawatthours
2024-03-04T19,ZONJ,New York City,NYIS,New York Independent System Operator,5524,megawatthours
2024-03-04T18,ZONJ,New York City,NYIS,New York Independent System Operator,5497,megawatthours
2024-03-04T17,ZONJ,New York City,NYIS,New York Independent System Operator,5461,megawatthours
2024-03-04T16,ZONJ,New York City,NYIS,New York Independent System Operator,5524,megawatthours
2024-03-04T15,ZONJ,New York City,NYIS,New York Independent System Operator,5542,megawatthours
2024-03-04T14,ZONJ,New York City,NYIS,New York Independent System Operator,5425,megawatthours
2024-03-04T13,ZONJ,New York City,NYIS,New York Independent System Operator,5148,megawatthours
2024-03-04T12,ZONJ,New York City,NYIS,New York Independent System Operator,4721,megawatthours
2024-03-04T11,ZONJ,New York City,NYIS,New York Independent System Operator,4273,megawatthours
2024-03-04T10,ZONJ,New York City,NYIS,New York Independent System Operator,4038,megawatthours
2024-03-04T09,ZONJ,New York City,NYIS,New York Independent System Operator,3993,megawatthours
2024-03-04T08,ZONJ,New York City,NYIS,New York Independent System Operator,4047,megawatthours
2024-03-04T07,ZONJ,New York City,NYIS,New York Independent System Operator,4133,megawatthours
2024-03-04T06,ZONJ,New York City,NYIS,New York Independent System Operator,4293,megawatthours
2024-03-04T05,ZONJ,New York City,NYIS,New York Independent System Operator,4500,megawatthours
2024-03-04T04,ZONJ,New York City,NYIS,New York Independent System Operator,4744,megawatthours
2024-03-04T03,ZONJ,New York City,NYIS,New York Independent System Operator,4954,megawatthours
2024-03-04T02,ZONJ,New York City,NYIS,New York Independent System Operator,5079,megawatthours
2024-03-04T01,ZONJ,New York City,NYIS,New York Independent System Operator,5149,megawatthours
2024-03-04T00,ZONJ,New York City,NYIS,New York Independent System Operator,5154,megawatthours
2024-03-03T23,ZONJ,New York City,NYIS,New York Independent System Operator,5007,megawatthours
2024-03-03T22,ZONJ,New York City,NYIS,New York Independent System Operator,4891,megawatthours
2024-03-03T21,ZONJ,New York City,NYIS,New York Independent System Operator,4814,megawatthours
2024-03-03T20,ZONJ,New York City,NYIS,New York Independent System Operator,4760,megawatthours
2024-03-03T19,ZONJ,New York City,NYIS,New York Independent System Operator,4744,megawatthours
2024-03-03T18,ZONJ,New York City,NYIS,New York Independent System Operator,4734,megawatthours
2024-03-03T17,ZONJ,New York City,NYIS,New York Independent System Operator,4709,megawatthours
2024-03-03T16,ZONJ,New York City,NYIS,New York Independent System Operator,4656,megawatthours
2024-03-03T15,ZONJ,New York City,NYIS,New York Independent System Operator,4575,megawatthours
2024-03-03T14,ZONJ,New York City,NYIS,New York Independent System Operator,4467,megawatthours
2024-03-03T13,ZONJ,New York City,NYIS,New York Independent System Operator,4362,megawatthours
2024-03-03T12,ZONJ,New York City,NYIS,New York Independent System Operator,4251,megawatthours
2024-03-03T11,ZONJ,New York City,NYIS,New York Independent System Operator,4156,megawatthours
2024-03-03T10,ZONJ,New York City,NYIS,New York Independent System Operator,4100,megawatthours
2024-03-03T09,ZONJ,New York City,NYIS,New York Independent System Operator,4148,megawatthours
2024-03-03T08,ZONJ,New York City,NYIS,New York Independent System Operator,4227,megawatthours
2024-03-03T07,ZONJ,New York City,NYIS,New York Independent System Operator,4351,megawatthours
2024-03-03T06,ZONJ,New York City,NYIS,New York Independent System Operator,4542,megawatthours
2024-03-03T05,ZONJ,New York City,NYIS,New York Independent System Operator,4742,megawatthours
2024-03-03T04,ZONJ,New York City,NYIS,New York Independent System Operator,4967,megawatthours
2024-03-03T03,ZONJ,New York City,NYIS,New York Independent System Operator,5167,megawatthours
2024-03-03T02,ZONJ,New York City,NYIS,New York Independent System Operator,5306,megawatthours
2024-03-03T01,ZONJ,New York City,NYIS,New York Independent System Operator,5429,megawatthours
2024-03-03T00,ZONJ,New York City,NYIS,New York Independent System Operator,5519,megawatthours
2024-03-02T23,ZONJ,New York City,NYIS,New York Independent System Operator,5491,megawatthours
2024-03-02T22,ZONJ,New York City,NYIS,New York Independent System Operator,5460,megawatthours
2024-03-02T21,ZONJ,New York City,NYIS,New York Independent System Operator,5463,megawatthours
2024-03-02T20,ZONJ,New York City,NYIS,New York Independent System Operator,5479,megawatthours
2024-03-02T19,ZONJ,New York City,NYIS,New York Independent System Operator,5505,megawatthours
2024-03-02T18,ZONJ,New York City,NYIS,New York Independent System Operator,5499,megawatthours
2024-03-02T17,ZONJ,New York City,NYIS,New York Independent System Operator,5425,megawatthours
2024-03-02T16,ZONJ,New York City,NYIS,New York Independent System Operator,5302,megawatthours
2024-03-02T15,ZONJ,New York City,NYIS,New York Independent System Operator,5141,megawatthours
2024-03-02T14,ZONJ,New York City,NYIS,New York Independent System Operator,4914,megawatthours
2024-03-02T13,ZONJ,New York City,NYIS,New York Independent System Operator,4688,megawatthours
2024-03-02T12,ZONJ,New York City,NYIS,New York Independent System Operator,4501,megawatthours
2024-03-02T11,ZONJ,New York City,NYIS,New York Independent System Operator,4358,megawatthours
2024-03-02T10,ZONJ,New York City,NYIS,New York Independent System Operator,4294,megawatthours
2024-03-02T09,ZONJ,New York City,NYIS,New York Independent System Operator,4316,megawatthours
2024-03-02T08,ZONJ,New York City,NYIS,New York Independent System Operator,4396,megawatthours
2024-03-02T07,ZONJ,New York City,NYIS,New York Independent System Operator,4524,megawatthours
2024-03-02T06,ZONJ,New York City,NYIS,New York Independent System Operator,4704,megawatthours
2024-03-02T05,ZONJ,New York City,NYIS,New York Independent System Operator,4959,megawatthours
2024-03-02T04,ZONJ,New York City,NYIS,New York Independent System Operator,5246,megawatthours
2024-03-02T03,ZONJ,New York City,NYIS,New York Independent System Operator,5501,megawatthours
2024-03-02T02,ZONJ,New York City,NYIS,New York Independent System Operator,5713,megawatthours
2024-03-02T01,ZONJ,New York City,NYIS,New York Independent System Operator,5892,megawatthours
2024-03-02T00,ZONJ,New York City,NYIS,New York Independent System Operator,6014,megawatthours
2024-03-01T23,ZONJ,New York City,NYIS,New York Independent System Operator,6036,megawatthours
2024-03-01T22,ZONJ,New York City,NYIS,New York Independent System Operator,5906,megawatthours
2024-03-01T21,ZONJ,New York City,NYIS,New York Independent System Operator,5783,megawatthours
2024-03-01T20,ZONJ,New York City,NYIS,New York Independent System Operator,5742,megawatthours
2024-03-01T19,ZONJ,New York City,NYIS,New York Independent System Operator,5751,megawatthours
2024-03-01T18,ZONJ,New York City,NYIS,New York Independent System Operator,5787,megawatthours
2024-03-01T17,ZONJ,New York City,NYIS,New York Independent System Operator,5818,megawatthours
2024-03-01T16,ZONJ,New York City,NYIS,New York Independent System Operator,5837,megawatthours
2024-03-01T15,ZONJ,New York City,NYIS,New York Independent System Operator,5861,megawatthours
2024-03-01T14,ZONJ,New York City,NYIS,New York Independent System Operator,5785,megawatthours
2024-03-01T13,ZONJ,New York City,NYIS,New York Independent System Operator,5606,megawatthours
2024-03-01T12,ZONJ,New York City,NYIS,New York Independent System Operator,5234,megawatthours
2024-03-01T11,ZONJ,New York City,NYIS,New York Independent System Operator,4806,megawatthours
2024-03-01T10,ZONJ,New York City,NYIS,New York Independent System Operator,4575,megawatthours
2024-03-01T09,ZONJ,New York City,NYIS,New York Independent System Operator,4536,megawatthours
2024-03-01T08,ZONJ,New York City,NYIS,New York Independent System Operator,4581,megawatthours
2024-03-01T07,ZONJ,New York City,NYIS,New York Independent System Operator,4682,megawatthours
2024-03-01T06,ZONJ,New York City,NYIS,New York Independent System Operator,4843,megawatthours
2024-03-01T05,ZONJ,New York City,NYIS,New York Independent System Operator,5094,megawatthours
2024-03-01T04,ZONJ,New York City,NYIS,New York Independent System Operator,5393,megawatthours
2024-03-01T03,ZONJ,New York City,NYIS,New York Independent System Operator,5672,megawatthours
2024-03-01T02,ZONJ,New York City,NYIS,New York Independent System Operator,5874,megawatthours
2024-03-01T01,ZONJ,New York City,NYIS,New York Independent System Operator,6046,megawatthours
2024-03-01T00,ZONJ,New York City,NYIS,New York Independent System Operator,6149,megawatthours
2024-02-29T23,ZONJ,New York City,NYIS,New York Independent System Operator,6108,megawatthours
2024-02-29T22,ZONJ,New York City,NYIS,New York Independent System Operator,6001,megawatthours
2024-02-29T21,ZONJ,New York City,NYIS,New York Independent System Operator,5905,megawatthours
2024-02-29T20,ZONJ,New York City,NYIS,New York Independent System Operator,5875,megawatthours
2024-02-29T19,ZONJ,New York City,NYIS,New York Independent System Operator,5898,megawatthours
2024-02-29T18,ZONJ,New York City,NYIS,New York Independent System Operator,5945,megawatthours
2024-02-29T17,ZONJ,New York City,NYIS,New York Independent System Operator,5986,megawatthours
2024-02-29T16,ZONJ,New York City,NYIS,New York Independent System Operator,5977,megawatthours
2024-02-29T15,ZONJ,New York City,NYIS,New York Independent System Operator,5927,megawatthours
2024-02-29T14,ZONJ,New York City,NYIS,New York Independent System Operator,5811,megawatthours
2024-02-29T13,ZONJ,New York City,NYIS,New York Independent System Operator,5596,megawatthours
2024-02-29T12,ZONJ,New York City,NYIS,New York Independent System Operator,5163,megawatthours
2024-02-29T11,ZONJ,New York City,NYIS,New York Independent System Operator,4674,megawatthours
2024-02-29T10,ZONJ,New York City,NYIS,New York Independent System Operator,4423,megawatthours
2024-02-29T09,ZONJ,New York City,NYIS,New York Independent System Operator,4352,megawatthours
2024-02-29T08,ZONJ,New York City,NYIS,New York Independent System Operator,4363,megawatthours
2024-02-29T07,ZONJ,New York City,NYIS,New York Independent System Operator,4433,megawatthours
2024-02-29T06,ZONJ,New York City,NYIS,New York Independent System Operator,4556,megawatthours
2024-02-29T05,ZONJ,New York City,NYIS,New York Independent System Operator,4770,megawatthours
2024-02-29T04,ZONJ,New York City,NYIS,New York Independent System Operator,5061,megawatthours
2024-02-29T03,ZONJ,New York City,NYIS,New York Independent System Operator,5345,megawatthours
2024-02-29T02,ZONJ,New York City,NYIS,New York Independent System Operator,5545,megawatthours
2024-02-29T01,ZONJ,New York City,NYIS,New York Independent System Operator,5741,megawatthours
2024-02-29T00,ZONJ,New York City,NYIS,New York Independent System Operator,5888,megawatthours
2024-02-28T23,ZONJ,New York City,NYIS,New York Independent System Operator,5990,megawatthours
2024-02-28T22,ZONJ,New York City,NYIS,New York Independent System Operator,5937,megawatthours
2024-02-28T21,ZONJ,New York City,NYIS,New York Independent System Operator,5871,megawatthours
2024-02-28T20,ZONJ,New York City,NYIS,New York Independent System Operator,5865,megawatthours
2024-02-28T19,ZONJ,New York City,NYIS,New York Independent System Operator,5894,megawatthours
2024-02-28T18,ZONJ,New York City,NYIS,New York Independent System Operator,5851,megawatthours
2024-02-28T17,ZONJ,New York City,NYIS,New York Independent System Operator,5862,megawatthours
2024-02-28T16,ZONJ,New York City,NYIS,New York Independent System Operator,5833,megawatthours
2024-02-28T15,ZONJ,New York City,NYIS,New York Independent System Operator,5780,megawatthours
2024-02-28T14,ZONJ,New York City,NYIS,New York Independent System Operator,5601,megawatthours
2024-02-28T13,ZONJ,New York City,NYIS,New York Independent System Operator,5315,megawatthours
2024-02-28T12,ZONJ,New York City,NYIS,New York Independent System Operator,4877,megawatthours
2024-02-28T11,ZONJ,New York City,NYIS,New York Independent System Operator,4402,megawatthours
2024-02-28T10,ZONJ,New York City,NYIS,New York Independent System Operator,4185,megawatthours
2024-02-28T09,ZONJ,New York City,NYIS,New York Independent System Operator,4150,megawatthours
2024-02-28T08,ZONJ,New York City,NYIS,New York Independent System Operator,4207,megawatthours
2024-02-28T07,ZONJ,New York City,NYIS,New York Independent System Operator,4315,megawatthours
2024-02-28T06,ZONJ,New York City,NYIS,New York Independent System Operator,4504,megawatthours
2024-02-28T05,ZONJ,New York City,NYIS,New York Independent System Operator,4776,megawatthours
2024-02-28T04,ZONJ,New York City,NYIS,New York Independent System Operator,5110,megawatthours
2024-02-28T03,ZONJ,New York City,NYIS,New York Independent System Operator,5430,megawatthours
2024-02-28T02,ZONJ,New York City,NYIS,New York Independent System Operator,5651,megawatthours
2024-02-28T01,ZONJ,New York City,NYIS,New York Independent System Operator,5830,megawatthours
2024-02-28T00,ZONJ,New York City,NYIS,New York Independent System Operator,5950,megawatthours
2024-02-27T23,ZONJ,New York City,NYIS,New York Independent System Operator,5982,megawatthours
2024-02-27T22,ZONJ,New York City,NYIS,New York Independent System Operator,5880,megawatthours
2024-02-27T21,ZONJ,New York City,NYIS,New York Independent System Operator,5756,megawatthours
2024-02-27T20,ZONJ,New York City,NYIS,New York Independent System Operator,5695,megawatthours
2024-02-27T19,ZONJ,New York City,NYIS,New York Independent System Operator,5651,megawatthours
2024-02-27T18,ZONJ,New York City,NYIS,New York Independent System Operator,5641,megawatthours
2024-02-27T17,ZONJ,New York City,NYIS,New York Independent System Operator,5681,megawatthours
2024-02-27T16,ZONJ,New York City,NYIS,New York Independent System Operator,5730,megawatthours
2024-02-27T15,ZONJ,New York City,NYIS,New York Independent System Operator,5748,megawatthours
2024-02-27T14,ZONJ,New York City,NYIS,New York Independent System Operator,5657,megawatthours
2024-02-27T13,ZONJ,New York City,NYIS,New York Independent System Operator,5440,megawatthours
2024-02-27T12,ZONJ,New York City,NYIS,New York Independent System Operator,5010,megawatthours
2024-02-27T11,ZONJ,New York City,NYIS,New York Independent System Operator,4550,megawatthours
2024-02-27T10,ZONJ,New York City,NYIS,New York Independent System Operator,4313,megawatthours
2024-02-27T09,ZONJ,New York City,NYIS,New York Independent System Operator,4263,megawatthours
2024-02-27T08,ZONJ,New York City,NYIS,New York Independent System Operator,4313,megawatthours
2024-02-27T07,ZONJ,New York City,NYIS,New York Independent System Operator,4417,megawatthours
2024-02-27T06,ZONJ,New York City,NYIS,New York Independent System Operator,4576,megawatthours
2024-02-27T05,ZONJ,New York City,NYIS,New York Independent System Operator,4831,megawatthours
2024-02-27T04,ZONJ,New York City,NYIS,New York Independent System Operator,5166,megawatthours
2024-02-27T03,ZONJ,New York City,NYIS,New York Independent System Operator,5471,megawatthours
2024-02-27T02,ZONJ,New York City,NYIS,New York Independent System Operator,5680,megawatthours
2024-02-27T01,ZONJ,New York City,NYIS,New York Independent System Operator,5863,megawatthours
2024-02-27T00,ZONJ,New York City,NYIS,New York Independent System Operator,5991,megawatthours
2024-02-26T23,ZONJ,New York City,NYIS,New York Independent System Operator,5984,megawatthours
2024-02-26T22,ZONJ,New York City,NYIS,New York Independent System Operator,5866,megawatthours
2024-02-26T21,ZONJ,New York City,NYIS,New York Independent System Operator,5770,megawatthours
2024-02-26T20,ZONJ,New York City,NYIS,New York Independent System Operator,5748,megawatthours
2024-02-26T19,ZONJ,New York City,NYIS,New York Independent System Operator,5780,megawatthours
2024-02-26T18,ZONJ,New York City,NYIS,New York Independent System Operator,5882,megawatthours
2024-02-26T17,ZONJ,New York City,NYIS,New York Independent System Operator,6035,megawatthours
2024-02-26T16,ZONJ,New York City,NYIS,New York Independent System Operator,6025,megawatthours
2024-02-26T15,ZONJ,New York City,NYIS,New York Independent System Operator,5890,megawatthours
2024-02-26T14,ZONJ,New York City,NYIS,New York Independent System Operator,5789,megawatthours
2024-02-26T13,ZONJ,New York City,NYIS,New York Independent System Operator,5574,megawatthours
2024-02-26T12,ZONJ,New York City,NYIS,New York Independent System Operator,5197,megawatthours
2024-02-26T11,ZONJ,New York City,NYIS,New York Independent System Operator,4745,megawatthours
2024-02-26T10,ZONJ,New York City,NYIS,New York Independent System Operator,4510,megawatthours
2024-02-26T09,ZONJ,New York City,NYIS,New York Independent System Operator,4465,megawatthours
2024-02-26T08,ZONJ,New York City,NYIS,New York Independent System Operator,4545,megawatthours
2024-02-26T07,ZONJ,New York City,NYIS,New York Independent System Operator,4643,megawatthours
2024-02-26T06,ZONJ,New York City,NYIS,New York Independent System Operator,4799,megawatthours
2024-02-26T05,ZONJ,New York City,NYIS,New York Independent System Operator,5013,megawatthours
2024-02-26T04,ZONJ,New York City,NYIS,New York Independent System Operator,5270,megawatthours
2024-02-26T03,ZONJ,New York City,NYIS,New York Independent System Operator,5513,megawatthours
2024-02-26T02,ZONJ,New York City,NYIS,New York Independent System Operator,5660,megawatthours
2024-02-26T01,ZONJ,New York City,NYIS,New York Independent System Operator,5754,megawatthours
2024-02-26T00,ZONJ,New York City,NYIS,New York Independent System Operator,5790,megawatthours
2024-02-25T23,ZONJ,New York City,NYIS,New York Independent System Operator,5628,megawatthours
2024-02-25T22,ZONJ,New York City,NYIS,New York Independent System Operator,5443,megawatthours
2024-02-25T21,ZONJ,New York City,NYIS,New York Independent System Operator,5328,megawatthours
2024-02-25T20,ZONJ,New York City,NYIS,New York Independent System Operator,5282,megawatthours
2024-02-25T19,ZONJ,New York City,NYIS,New York Independent System Operator,5278,megawatthours
2024-02-25T18,ZONJ,New York City,NYIS,New York Independent System Operator,5285,megawatthours
2024-02-25T17,ZONJ,New York City,NYIS,New York Independent System Operator,5274,megawatthours
2024-02-25T16,ZONJ,New York City,NYIS,New York Independent System Operator,5219,megawatthours
2024-02-25T15,ZONJ,New York City,NYIS,New York Independent System Operator,5131,megawatthours
2024-02-25T14,ZONJ,New York City,NYIS,New York Independent System Operator,5035,megawatthours
2024-02-25T13,ZONJ,New York City,NYIS,New York Independent System Operator,4912,megawatthours
2024-02-25T12,ZONJ,New York City,NYIS,New York Independent System Operator,4786,megawatthours
2024-02-25T11,ZONJ,New York City,NYIS,New York Independent System Operator,4677,megawatthours
2024-02-25T10,ZONJ,New York City,NYIS,New York Independent System Operator,4622,megawatthours
2024-02-25T09,ZONJ,New York City,NYIS,New York Independent System Operator,4638,megawatthours
2024-02-25T08,ZONJ,New York City,NYIS,New York Independent System Operator,4707,megawatthours
2024-02-25T07,ZONJ,New York City,NYIS,New York Independent System Operator,4818,megawatthours
2024-02-25T06,ZONJ,New York City,NYIS,New York Independent System Operator,4974,megawatthours
2024-02-25T05,ZONJ,New York City,NYIS,New York Independent System Operator,5154,megawatthours
2024-02-25T04,ZONJ,New York City,NYIS,New York Independent System Operator,5332,megawatthours
2024-02-25T03,ZONJ,New York City,NYIS,New York Independent System Operator,5463,megawatthours
2024-02-25T02,ZONJ,New York City,NYIS,New York Independent System Operator,5551,megawatthours
2024-02-25T01,ZONJ,New York City,NYIS,New York Independent System Operator,5599,megawatthours
2024-02-25T00,ZONJ,New York City,NYIS,New York Independent System Operator,5600,megawatthours
2024-02-24T23,ZONJ,New York City,NYIS,New York Independent System Operator,5441,megawatthours
2024-02-24T22,ZONJ,New York City,NYIS,New York Independent System Operator,5280,megawatthours
2024-02-24T21,ZONJ,New York City,NYIS,New York Independent System Operator,5167,megawatthours
2024-02-24T20,ZONJ,New York City,NYIS,New York Independent System Operator,5116,megawatthours
2024-02-24T19,ZONJ,New York City,NYIS,New York Independent System Operator,5133,megawatthours
2024-02-24T18,ZONJ,New York City,NYIS,New York Independent System Operator,5221,megawatthours
